num ;dist(asec);            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ;  spec. type   
1185;   2471.37;Cl* Melotte 22 BRB 32              ;LM*;03 49 01.64261 +24 41 40.5704          ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1186;   2471.55;Cl* Melotte 22 DH 498              ;Er*;03 47 09.5138738462 +23 25 56.459757086;     ~   ;     ~   ;18.71    ;     ~   ;~              
1187;   2472.17;2MASS J03451198+2435103            ;Y*O;03 45 11.9846496644 +24 35 10.274318706;     ~   ;15.245   ;13.925   ;     ~   ;K5Ve           
1188;   2472.70;HAT 260-08272                      ;*  ;03 50 23.8633667904 +24 10 51.497372352;     ~   ;     ~   ;     ~   ;     ~   ;~              
1189;   2474.83;Gaia DR3 65272817023559040         ;PM*;03 44 23.2701632424 +24 07 57.322632180;     ~   ;     ~   ;     ~   ;     ~   ;~              
1190;   2475.39;Cl Melotte 22 610                  ;*  ;03 45 20.9144421048 +24 37 16.362806412;     ~   ;     ~   ;13.67    ;     ~   ;~              
1191;   2478.84;V* V1046 Tau                       ;Er*;03 46 54.9177933516 +24 47 46.825737223;     ~   ;11.5     ;10.6     ;     ~   ;G5             
1192;   2480.96;Cl Melotte 22 2623                 ;*  ;03 50 14.4803135256 +23 53 04.675257420;     ~   ;13.69    ;     ~   ;     ~   ;~              
1193;   2482.71;Cl Melotte 22 2650                 ;PM*;03 50 19.9579057968 +23 57 05.736510972;     ~   ;13.02    ;     ~   ;     ~   ;~              
1194;   2482.75;BD+22 559                          ;*  ;03 47 54.9697439184 +23 26 13.912812348;     ~   ;11.1     ;10.0     ;     ~   ;G8             
1195;   2483.79;V* MX Tau                          ;Er*;03 44 23.0586465475 +24 04 05.899403034;     ~   ;15.02    ;13.82    ;13.42    ;M0e            
1196;   2485.46;Cl Melotte 22 2023                 ;*  ;03 48 49.3392040536 +24 43 35.226938028;     ~   ;     ~   ;13.83    ;     ~   ;~              
1197;   2486.48;V* QY Tau                          ;Er*;03 47 44.9825449656 +24 48 09.916139304;     ~   ;     ~   ;     ~   ;     ~   ;~              
1198;   2488.40;Cl Melotte 22 1804                 ;*  ;03 48 20.0097277272 +24 46 27.947379576;     ~   ;13.70    ;     ~   ;     ~   ;~              
1199;   2488.79;Cl* Melotte 22 ROQUE 40            ;LM*;03 50 00.3111919368 +24 28 15.593223900;     ~   ;     ~   ;     ~   ;     ~   ;~              
1200;   2490.85;Cl* Melotte 22 DH 573              ;Er*;03 48 22.6918343893 +23 27 43.008573277;     ~   ;     ~   ;18.50    ;     ~   ;~              
1201;   2493.59;Cl Melotte 22 2462                 ;Y*O;03 49 50.3589700206 +23 42 20.103084756;     ~   ;12.45    ;11.61    ;11.44    ;~              
1202;   2496.29;Cl Melotte 22 2658                 ;PM*;03 50 21.1995421824 +23 57 18.094463676;     ~   ;     ~   ;     ~   ;13.62    ;M:             
1203;   2497.33;Cl Melotte 22 1656                 ;*  ;03 47 56.6392499863 +23 26 03.184209603;     ~   ;13.04    ;     ~   ;     ~   ;~              
1204;   2500.39;V* V357 Tau                        ;Er*;03 49 11.2836053136 +23 33 18.809901180;     ~   ;15.60    ;14.23    ;     ~   ;K6Ve           
1205;   2506.74;Cl* Melotte 22 PPL 14              ;LM*;03 44 34.2933298224 +23 51 24.786563976;     ~   ;     ~   ;     ~   ;     ~   ;M5.5           
1206;   2508.43;UGCS J034524.69+243846.4           ;*  ;03 45 24.6914920944 +24 38 46.637037744;     ~   ;     ~   ;     ~   ;     ~   ;~              
1207;   2510.02;Cl Melotte 22 875                  ;*  ;03 46 05.7798330696 +24 44 51.359265060;     ~   ;     ~   ;13.02    ;     ~   ;~              
1208;   2512.39;Gaia DR3 65241313435901568         ;*  ;03 44 32.0001429480 +23 52 30.184169664;     ~   ;     ~   ;     ~   ;     ~   ;~              
1209;   2512.48;Cl Melotte 22 370                  ;** ;03 44 31.978032 +23 52 30.73116        ;     ~   ;16.05    ;14.56    ;14.34    ;~              
1210;   2512.57;Gaia DR3 65241313437941504         ;PM*;03 44 31.9502967516 +23 52 31.505847945;     ~   ;     ~   ;     ~   ;     ~   ;~              
1211;   2516.73;[SCG94] X 319                      ;X  ;03 45 24.3 +24 38 53                   ;     ~   ;     ~   ;19.93    ;     ~   ;~              
1212;   2526.24;Cl Melotte 22 1668                 ;*  ;03 47 57.7599320760 +23 25 36.635400408;     ~   ;     ~   ;13.87    ;     ~   ;~              
1213;   2528.78;Cl Melotte 22 2104                 ;*  ;03 49 01.6253029944 +24 42 48.662994996;     ~   ;     ~   ;12.86    ;     ~   ;~              
1214;   2533.51;Cl* Melotte 22 DH 350              ;Er*;03 44 37.7702976600 +24 25 38.931613356;     ~   ;     ~   ;19.9     ;     ~   ;~              
1215;   2534.34;UGCS J035022.01+235530.3           ;*  ;03 50 21.9979181760 +23 55 30.471011256;     ~   ;     ~   ;     ~   ;     ~   ;~              
1216;   2535.81;Cl* Melotte 22 DH 644              ;Er*;03 49 57.6297174552 +23 43 28.281201456;     ~   ;     ~   ;     ~   ;     ~   ;~              
1217;   2536.82;Cl* Melotte 22 MHO 13              ;*  ;03 47 27.2729947416 +24 49 16.424185152;     ~   ;     ~   ;17.84    ;     ~   ;~              
1218;   2537.71;Cl Melotte 22 2323                 ;*  ;03 49 32.5046157648 +24 37 32.256172740;     ~   ;     ~   ;     ~   ;15.13    ;~              
1219;   2538.35;Cl* Melotte 22 BPL 151             ;Er*;03 47 38.0496502178 +24 49 11.089158258;     ~   ;18.104   ;16.533   ;     ~   ;~              
1220;   2539.86;Cl* Melotte 22 ROQUE 32            ;LM*;03 47 05.82330 +23 24 52.4245          ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1221;   2540.10;NAME Pleiades Reflection Nebula    ;RNe;03 50 00.0 +24 30 00                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1222;   2542.00;Cl Melotte 22 2605                 ;*  ;03 50 12.3708902376 +23 49 14.196810504;     ~   ;13.76    ;     ~   ;     ~   ;~              
1223;   2543.23;V* V1227 Tau                       ;BY*;03 45 44.5379005296 +24 42 49.993011468;     ~   ;11.94    ;10.44    ;     ~   ;M1             
1224;   2543.35;Cl* Melotte 22 BRB 34              ;LM*;03 48 46.39115 +24 45 00.9178          ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1225;   2544.57;UGCS J034418.23+240547.1           ;*  ;03 44 18.230 +24 05 47.20              ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1226;   2547.15;V* V534 Tau                        ;dS*;03 47 03.5551874064 +24 49 11.812255356;     ~   ;8.65     ;8.30     ;     ~   ;A9V            
1227;   2549.35;Cl* Melotte 22 ROQUE 8             ;LM*;03 49 21.1857179832 +23 34 01.547760144;     ~   ;     ~   ;     ~   ;     ~   ;~              
1228;   2551.06;UGCS J035015.96+242328.6           ;*  ;03 50 15.960 +24 23 28.60              ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1229;   2552.57;Wolf 1267                          ;*  ;03 44 21.6277624872 +23 58 16.097305548;     ~   ;14.17    ;13.15    ;12.83    ;~              
1230;   2553.16;Cl* Melotte 22 HHJ 232             ;Er*;03 48 15.2323263503 +23 26 05.600137737;     ~   ;     ~   ;17.60    ;     ~   ;~              
1231;   2554.36;ATO J056.9879+23.4184              ;V* ;03 47 57.1173994061 +23 25 06.426129883;     ~   ;     ~   ;     ~   ;16.202   ;~              
1232;   2555.45;Cl* Melotte 22 DH 660              ;PM*;03 50 12.5919264360 +23 48 49.028751144;     ~   ;     ~   ;     ~   ;     ~   ;~              
1233;   2555.55;Cl Melotte 22 2648                 ;*  ;03 50 19.9909707480 +23 52 54.545980080;     ~   ;13.19    ;     ~   ;     ~   ;~              
1234;   2556.01;Cl* Melotte 22 HHJ 57              ;*  ;03 44 20.6719519656 +24 15 10.248743304;     ~   ;     ~   ;     ~   ;     ~   ;~              
1235;   2557.16;HD 282966                          ;*  ;03 49 33.4235886528 +24 37 47.188632324;     ~   ;11.30    ;9.93     ;     ~   ;K0             
1236;   2557.56;[SCG94] X 111                      ;?  ;03 45 50.0 +24 43 52                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1237;   2559.23;2MASS J03462047+2447077            ;Y*O;03 46 20.4741268348 +24 47 07.741632078;     ~   ;15.29    ;13.95    ;     ~   ;K7Ve           
1238;   2567.26;IRAS 03441+2315                    ;FIR;03 47 05.3 +23 24 26                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1239;   2567.56;UCAC4 570-008317                   ;*  ;03 44 21.3355218456 +23 57 25.070969880;     ~   ;15.23    ;14.25    ;14.03    ;~              
1240;   2570.14;Cl Melotte 22 2190                 ;*  ;03 49 10.6784950800 +23 31 47.451959112;     ~   ;12.66    ;     ~   ;     ~   ;~              
1241;   2570.58;Cl Melotte 22 1607                 ;*  ;03 47 50.5756112640 +23 24 35.437220964;     ~   ;13.54    ;     ~   ;     ~   ;~              
1242;   2571.81;Cl* Melotte 22 CALAR 28            ;*  ;03 46 37.89 +23 25 27.3                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1243;   2572.80;V* V373 Tau                        ;Er*;03 50 25.1447095104 +23 55 41.855996136;     ~   ;15.40    ;     ~   ;     ~   ;~              
1244;   2574.12;[SCG94] X 77                       ;X  ;03 44 58.1 +24 34 08                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1245;   2574.54;Cl* Melotte 22 MSK 211             ;Er*;03 49 58.3355589270 +23 42 33.887650291;     ~   ;17.856   ;16.333   ;16.69    ;M2.5           
1246;   2577.86;Cl Melotte 22 322                  ;*  ;03 44 19.4580290160 +24 15 38.929420440;     ~   ;     ~   ;12.18    ;     ~   ;~              
1247;   2583.77;Cl* Melotte 22 ROQUE 31            ;LM*;03 50 32.56681 +24 08 53.0372          ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1248;   2585.98;1E 0341.2+2356                     ;X  ;03 44 15.2 +24 05 49                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1249;   2586.01;IRAS 03421+2327                    ;FIR;03 45 09.7 +23 36 45                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1250;   2588.26;Cl Melotte 22 1950                 ;*  ;03 48 41.1880744080 +24 46 23.916239904;     ~   ;13.64    ;     ~   ;     ~   ;~              
1251;   2591.39;UCAC4 571-008894                   ;*  ;03 50 32.5839128496 +24 10 49.537914744;     ~   ;13.92    ;13.06    ;12.89    ;~              
1252;   2592.42;UCAC4 570-008319                   ;*  ;03 44 22.6594354464 +23 54 40.352410692;     ~   ;14.92    ;13.96    ;13.66    ;~              
1253;   2592.64;BD+23 502B                         ;*  ;03 44 14.6805991920 +24 06 05.828001660;     ~   ;     ~   ;     ~   ;     ~   ;~              
1254;   2592.90;Cl Melotte 22 508                  ;*  ;03 45 00.0 +23 39 00                   ;     ~   ;16.5     ;     ~   ;     ~   ;~              
1255;   2592.96;BD+23 502                          ;Er*;03 44 14.655048 +24 06 06.77520        ;     ~   ;11.41    ;10.59    ;10.13    ;G3IV           
1256;   2593.16;[SCG94] X 162                      ;?  ;03 47 07.2 +24 50 03                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1257;   2593.29;BD+23 502A                         ;*  ;03 44 14.6299858032 +24 06 07.587808128;     ~   ;     ~   ;     ~   ;     ~   ;~              
1258;   2594.38;Cl* Melotte 22 ROQUE 6             ;LM*;03 49 57.84763 +23 41 50.0587          ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1259;   2595.71;Cl* Melotte 22 CALAR 26            ;*  ;03 45 16.09 +23 35 07.3                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1260;   2597.94;Cl Melotte 22 410                  ;*  ;03 44 40.8 +24 29 11                   ;     ~   ;15.8     ;     ~   ;     ~   ;~              
1261;   2598.46;[UT87] 7                           ;PoC;03 44 58.0 +23 39 24                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1262;   2599.10;Cl* Melotte 22 HHJ 9               ;*  ;03 46 34.1524303728 +23 25 12.595228500;     ~   ;     ~   ;     ~   ;     ~   ;~              
1263;   2599.57;Cl Melotte 22 1930                 ;*  ;03 48 38.0519445480 +24 46 54.846268680;     ~   ;     ~   ;12.93    ;     ~   ;~              
1264;   2600.06;MaNGA 3-48478072                   ;*  ;03 44 56.7134299066 +24 34 25.849926708;     ~   ;     ~   ;     ~   ;     ~   ;~              
1265;   2601.97;Cl Melotte 22 302                  ;*  ;03 44 14.0223695616 +24 05 53.228859072;     ~   ;14.8     ;     ~   ;     ~   ;~              
1266;   2602.93;Cl Melotte 22 1116                 ;*  ;03 46 39.8292428496 +24 49 12.108699192;     ~   ;13.62    ;     ~   ;     ~   ;~              
1267;   2606.07;V* V757 Tau                        ;Er*;03 48 32.60 +23 26 30.0                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1268;   2607.87;Cl* Melotte 22 MT 55               ;PM*;03 44 40.1613315984 +24 29 15.779166828;     ~   ;15.79    ;15.5     ;     ~   ;M:             
1269;   2610.23;V* V516 Tau                        ;Er*;03 45 06.7793704326 +23 36 51.621385605;     ~   ;     ~   ;19.40    ;     ~   ;~              
1270;   2612.44;[SCG94] X 276                      ;?  ;03 50 31.6 +24 15 05                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1271;   2614.30;Cl Melotte 22 2340                 ;*  ;03 49 34.9541526048 +24 38 46.204694988;     ~   ;13.75    ;     ~   ;     ~   ;~              
1272;   2614.35;Gaia DR2 66459155707487360         ;WD?;03 50 09.2177603736 +23 45 14.641522452;     ~   ;     ~   ;     ~   ;     ~   ;~              
1273;   2615.63;[SCG94] X 267                      ;?  ;03 50 09.6 +24 28 50                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1274;   2622.19;HD 23753                           ;PM*;03 48 20.8167826752 +23 25 16.495877028;5.06     ;5.38     ;5.45     ;5.42     ;B8V            
1275;   2622.32;Cl* Melotte 22 KEL 66              ;*  ;03 47 27.0 +24 50 42                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1276;   2622.32;Cl* Melotte 22 KEL 65              ;*  ;03 47 27.0 +24 50 42                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1277;   2622.96;PSR J0349+23                       ;Psr;03 49 57.38 +23 40 53.0                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1278;   2623.32;IRAS 03425+2322                    ;FIR;03 45 30.0 +23 31 54                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1279;   2623.55;Gaia DR3 64963514953278848         ;Y*?;03 47 29.2455197712 +23 23 17.441953512;     ~   ;     ~   ;     ~   ;     ~   ;~              
1280;   2624.25;V* PR Tau                          ;Er*;03 46 35.3297089922 +23 24 42.229120112;     ~   ;16.25    ;14.77    ;     ~   ;K7e            
1281;   2625.29;Cl* Melotte 22 DH 656              ;*  ;03 50 10.7653684152 +24 28 41.628104580;     ~   ;     ~   ;     ~   ;     ~   ;~              
1282;   2625.84;[SCG94] X 76                       ;?  ;03 44 55.9 +24 34 53                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1283;   2625.89;[SCG94] X 279                      ;?  ;03 50 33.7 +24 13 35                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1284;   2625.94;Cl* Melotte 22 DH 615              ;*  ;03 49 21.2474492784 +24 41 41.015498172;     ~   ;     ~   ;20.30    ;     ~   ;~              
1285;   2626.39;Cl Melotte 22 309                  ;*  ;03 44 16.4946147912 +24 16 22.222710948;     ~   ;11.27    ;12.31    ;     ~   ;F6             
1286;   2626.47;Cl Melotte 22 2326                 ;*  ;03 49 33.1939436496 +24 39 25.025588352;     ~   ;13.65    ;     ~   ;     ~   ;~              
1287;   2627.28;Cl* Melotte 22 DH 546              ;PM*;03 48 04.9710474432 +23 24 13.631702004;     ~   ;     ~   ;20.17    ;     ~   ;~              
1288;   2628.04;Cl* Melotte 22 HHJ 159             ;** ;03 46 46.43736 +23 24 03.0528          ;     ~   ;19.1     ;18.4     ;16.8     ;~              
1289;   2628.22;Gaia DR2 64967191442900736         ;*  ;03 46 46.5015935413 +23 24 02.694228993;     ~   ;     ~   ;     ~   ;     ~   ;~              
1290;   2628.30;Gaia DR2 64967191445190272         ;PM*;03 46 46.4575184688 +23 24 02.725974191;     ~   ;     ~   ;     ~   ;     ~   ;~              
1291;   2631.91;Cl Melotte 22 2598                 ;*  ;03 50 12.5748699336 +24 28 10.930413252;     ~   ;     ~   ;13.21    ;     ~   ;~              
1292;   2632.97;Cl* Melotte 22 SRS 66519           ;*  ;03 46 00.9775570560 +23 27 26.403073704;     ~   ;17.37    ;15.84    ;     ~   ;~              
1293;   2633.17;BD+23 501A                         ;TT?;03 44 13.0605044640 +24 01 50.951286804;     ~   ;11.92    ;11.12    ;11.25    ;~              
1294;   2633.87;ATO J057.2703+23.4942              ;V* ;03 49 04.8920375876 +23 29 39.442483382;     ~   ;     ~   ;     ~   ;     ~   ;~              
1295;   2635.11;BD+23 501                          ;** ;03 44 12.9 +24 01 53                   ;     ~   ;     ~   ;     ~   ;     ~   ;G2             
1296;   2635.64;HD 23246                           ;Er*;03 44 25.7165880744 +24 23 40.975909332;     ~   ;8.44     ;8.18     ;     ~   ;A8V            
1297;   2636.30;V* V1087 Tau                       ;Er*;03 47 22.9755035472 +24 50 56.266242720;     ~   ;     ~   ;17.16    ;     ~   ;~              
1298;   2637.18;BD+23 501B                         ;Y*O;03 44 12.7354006906 +24 01 54.454431194;     ~   ;     ~   ;11.30    ;12.04    ;~              
1299;   2638.67;2MASS J03483451+2326053            ;Y*O;03 48 34.5103551864 +23 26 05.248800743;     ~   ;11.2     ;10.7     ;     ~   ;G0V            
